date,value
2/2/2022,115.1917
2/3/2022,114.9501
2/4/2022,115.1732
2/7/2022,115.0495
2/8/2022,115.1317
2/9/2022,114.8719
2/10/2022,114.6087
2/11/2022,114.8964
2/14/2022,115.2428
2/15/2022,114.9784
2/16/2022,114.7394
2/17/2022,114.7266
2/18/2022,114.8487
2/21/2022,.
2/22/2022,114.7578
2/23/2022,114.729
2/24/2022,115.987
2/25/2022,115.3149
2/28/2022,115.313
3/1/2022,115.8932
3/2/2022,115.8498
3/3/2022,116.0419
3/4/2022,116.7313
3/7/2022,117.4421
3/8/2022,117.6898
3/9/2022,116.716
3/10/2022,116.8566
3/11/2022,117.1415
3/14/2022,117.2681
3/15/2022,117.3366
3/16/2022,116.9088
3/17/2022,116.1617
3/18/2022,116.2705
3/21/2022,116.0795
3/22/2022,116.2307
3/23/2022,116.1466
3/24/2022,116.1156
3/25/2022,115.958
3/28/2022,116.344
3/29/2022,115.7168
3/30/2022,115.2245
3/31/2022,115.3456
4/1/2022,115.6251
4/4/2022,115.5679
4/5/2022,115.8748
4/6/2022,116.1355
4/7/2022,116.4626
4/8/2022,116.5353
4/11/2022,116.679
4/12/2022,116.5305
4/13/2022,116.4239
4/14/2022,116.8916
4/15/2022,116.8441
4/18/2022,116.9885
4/19/2022,117.2858
4/20/2022,116.8998
4/21/2022,117.3118
4/22/2022,118.1736
4/25/2022,118.7683
4/26/2022,119.0919
4/27/2022,119.6006
4/28/2022,120.2144
4/29/2022,119.6421
5/2/2022,120.0229
5/3/2022,119.8435
5/4/2022,119.6936
5/5/2022,120.1389
5/6/2022,120.0159
5/9/2022,120.6525
5/10/2022,120.9284
5/11/2022,120.5382
5/12/2022,121.4119
5/13/2022,120.9998
5/16/2022,120.8458
5/17/2022,120.0502
5/18/2022,120.18
5/19/2022,119.562
5/20/2022,119.502
5/23/2022,118.8381
5/24/2022,118.7258
5/25/2022,119.0878
5/26/2022,118.9273
5/27/2022,118.4545
5/30/2022,.
5/31/2022,118.2429
6/1/2022,118.8763
6/2/2022,118.2531
6/3/2022,118.4066
6/6/2022,118.4867
6/7/2022,118.6308
6/8/2022,118.6011
6/9/2022,119.1061
6/10/2022,120.1624
6/13/2022,121.2877
6/14/2022,121.7973
6/15/2022,121.7546
6/16/2022,120.7654
6/17/2022,121.3486
6/20/2022,.
6/21/2022,120.7491
6/22/2022,120.6333
6/23/2022,120.8609
6/24/2022,120.5844
6/27/2022,120.2774
6/28/2022,120.7207
6/29/2022,121.0481
6/30/2022,121.054
7/1/2022,121.5779
7/4/2022,.
7/5/2022,122.699
7/6/2022,123.0661
7/7/2022,122.8011
7/8/2022,122.5503
7/11/2022,123.3678
7/12/2022,123.4954
7/13/2022,123.3349
7/14/2022,124.1127
7/15/2022,123.5454
